Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
18500000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_75_m_125_et._4826720203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,75 м²,10 м²,1 из 25,,изолированные,раздельный,на солнечную сторону,косметический,,кухня,"холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2018,25,2,1,"детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,,,от 964 000 ₽ за 75 м²,,
7800000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_303_m_15_et._7772043699?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,1,30.3 м²,6.1 м²,1 из 5,,,раздельный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,кирпичный,1961,5,нет,нет,,,3 м,,,,,,13.9 м²,,от 390 000 ₽ за 30.3 м²,газ,
5780000,https://www.avito.ru/sankt-peterburg_pushkin/kvartiry/1-k._kvartira_353_m_69_et._7631768105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,1,35.3 м²,11.2 м²,6 из 9,лоджия,,раздельный,на улицу,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,2009,9,1,нет,детская площадка,открытая во дворе,2.7 м,,,,,,15.2 м²,,от 454 000 ₽ за 35.3 м²,,
7900000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_28_m_1617_et._7760254924?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,студия,28 м²,,16 из 17,балкон,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,монолитный,2021,17,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,2.8 м,,,,,,14 м²,,,,
9800000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_586_m_59_et._7584071226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,58.6 м²,7.3 м²,5 из 9,балкон,изолированные,раздельный,на улицу,косметический,,"кухня, хранение одежды","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,,9,1,,,открытая во дворе,2.5 м,,,,,,38.1 м²,,от 753 000 ₽ за 58.6 м²,,
10100000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_563_m_89_et._7631723593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,56.3 м²,8 м²,8 из 9,балкон,смежные,раздельный,"во двор, на улицу",косметический,,"кухня, хранение одежды",холодильник,свободная,возможна ипотека,кирпичный,1966,9,1,нет,детская площадка,открытая во дворе,2.5 м,,,,,,37 м²,,от 724 000 ₽ за 56.3 м²,газ,
10800000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_549_m_510_et._7750038411?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,2,54.9 м²,8.3 м²,5 из 10,балкон,изолированные,раздельный,во двор,требует ремонта,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1994,10,1,,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,30.6 м²,,от 1 098 000 ₽ за 54.9 м²,мусоропровод,
6200000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_321_m_45_et._7747794967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,1,32.1 м²,6.4 м²,4 из 5,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1967,5,нет,нет,детская площадка,открытая во дворе,2.5 м,,,,,,18.2 м²,,от 413 000 ₽ за 32.1 м²,газ,
17990000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_714_m_814_et._7314600813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,71.4 м²,10.6 м²,8 из 14,балкон,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитно-кирпичный,2009,14,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,39 м²,,,,
25000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_91_m_1922_et._4182722911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,91 м²,21 м²,19 из 22,лоджия,изолированные,раздельный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2018,22,2,1,"детская площадка, спортивная площадка","подземная, открытая во дворе",3 м,,,,,,70 м²,"гардеробная, панорамные окна",,"консьерж, мусоропровод",
10900000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_59_et._7720906471?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,2,50 м²,7 м²,5 из 9,лоджия,изолированные,раздельный,"во двор, на улицу",евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",альтернативная,возможна ипотека,панельный,1967,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,30 м²,гардеробная,,"мусоропровод, газ",
17300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_562_m_312_et._7728148762?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,2,56.2 м²,16 м²,3 из 12,лоджия,изолированные,"совмещенный, раздельный",на улицу,евро,есть,,,альтернативная,возможна ипотека,монолитно-кирпичный,2022,12,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,2.8 м,,,,,,24 м²,панорамные окна,,,
25500000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_979_m_78_et._7650719551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,97.9 м²,13.6 м²,7 из 8,балкон,изолированные,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,,,свободная,,панельный,,8,1,,"закрытая территория, детская площадка",за шлагбаумом во дворе,3.1 м,,,,,,,,от 1 259 000 ₽ за 97.9 м²,,
6800000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_312_et._7520155306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,1,33 м²,7.1 м²,3 из 12,,,раздельный,"во двор, на солнечную сторону",косметический,,,,свободная,возможна ипотека,панельный,1985,12,2,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,17.5 м²,гардеробная,от 424 000 ₽ за 33 м²,мусоропровод,
54990000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1139_m_38_et._7801915664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,3,113.9 м²,26 м²,3 из 8,,изолированные,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,кирпичный,2023,8,нет,1,закрытая территория,,3.5 м,,,,,,50.6 м²,,,консьерж,
10300000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_381_m_1225_et._7768724204?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,1,38.1 м²,8.2 м²,12 из 25,лоджия,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитный,2014,25,4,2,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,16.5 м²,гардеробная,от 490 000 ₽ за 38.1 м²,,
6000500,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_33_m_312_et._7618852469?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCUnVobTJob3YyOHpZRENpIjt9rVNOdD8AAAA,студия,33 м²,,3 из 12,балкон,,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2018,12,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе",2.6 м,,,,,,25 м²,панорамные окна,от 424 000 ₽ за 33 м²,мусоропровод,
