Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
2700000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_207_m_810_et._7766752194?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,20.7 м²,16 м²,8 из 10,балкон,,совмещенный,,евро,,"кухня, хранение одежды",водонагреватель,свободная,возможна ипотека,панельный,2015,,10,1,1,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,,,
9800000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_524_m_921_et._4436862191?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,52.4 м²,31.1 м²,9 из 21,лоджия,,совмещенный,на улицу,дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2011,,21,1,,"детская площадка, спортивная площадка",подземная,15 м²,изолированные,,,,,,,,
6000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_472_m_99_et._7744786909?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,47.2 м²,30 м²,9 из 9,лоджия,2.7 м,раздельный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, водонагреватель",свободная,возможна ипотека,кирпичный,1982,,9,1,,"детская площадка, спортивная площадка",открытая во дворе,8.5 м²,изолированные,,,,,,от 405 000 ₽ за 47.2 м²,,
10400000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_771_m_1117_et._7703874285?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,77.1 м²,41.2 м²,11 из 17,лоджия,,раздельный,во двор,евро,,,,свободная,возможна ипотека,панельный,2020,,17,1,2,,открытая во дворе,13.5 м²,изолированные,,,,,,,,
5200000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_56_m_55_et._7760223925?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,56 м²,32.5 м²,5 из 5,балкон,2.5 м,раздельный,"во двор, на улицу",евро,,,,свободная,,кирпичный,1958,,5,,,,,8.6 м²,изолированные,,,,,,,,
2800000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_218_m_56_et._7490748169?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,21.8 м²,16.6 м²,5 из 6,,2.7 м,совмещенный,во двор,косметический,,"кухня, спальные места",,свободная,возможна ипотека,кирпичный,2014,,6,1,1,,открытая во дворе,,,,,,,,от 187 000 ₽ за 21.8 м²,,
6390000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_616_m_1318_et._7591934396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,61.6 м²,30 м²,13 из 18,лоджия,2.6 м,раздельный,во двор,евро,,,,свободная,возможна ипотека,панельный,2023,,18,1,1,"детская площадка, спортивная площадка",открытая во дворе,18 м²,изолированные,,,,,,,,
4673000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_371_m_819_et._7729084966?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,37.1 м²,16.2 м²,8 из 19,,,,на улицу,,,,,,,монолитно-кирпичный,,,19,,,,открытая во дворе,5.4 м²,,чистовая,Дом бизнес-класса «Ермак»,ДДУ по ФЗ 214,Сдача в 2 кв. 2026,,,,
6600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_383_m_1522_et._7831225990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,38.3 м²,17 м²,15 из 22,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2014,,22,1,1,,открытая во дворе,11 м²,,,,,,,,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_41_m_1216_et._7696738633?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,41 м²,22 м²,12 из 16,лоджия,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2007,,16,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",10 м²,,,,,,,от 351 000 ₽ за 41 м²,,
5000000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_354_m_310_et._7592807057?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,35.4 м²,11.4 м²,3 из 10,балкон,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2015,,10,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,10 м²,,,,,,,,"гардеробная, панорамные окна",
9800000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_435_m_49_et._7579216089?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,43.5 м²,27.4 м²,4 из 9,лоджия,2.7 м,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1970,,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,6.8 м²,смежные,,,,,,,,мусоропровод
4050000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_33_m_710_et._7465726754?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,33 м²,16.7 м²,7 из 10,лоджия,2.8 м,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",холодильник,свободная,возможна ипотека,панельный,2016,,10,,1,детская площадка,открытая во дворе,8.6 м²,,,,,,,от 283 000 ₽ за 33 м²,,
6990000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_32_m_515_et._7799002541?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,32 м²,,5 из 15,,2.7 м,совмещенный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,монолитно-кирпичный,2021,,15,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,,,панорамные окна,консьерж
2750000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_345_m_29_et._7557417514?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,1,34.5 м²,,2 из 9,балкон,,совмещенный,,требует ремонта,,,,свободная,возможна ипотека,кирпичный,,,9,,1,,,9 м²,,,,,,,,,
5800000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_591_m_1925_et._7444509243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,2,59.1 м²,40 м²,19 из 25,лоджия,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2022,,25,1,1,,,7 м²,изолированные,,,,,,,,
4900000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_187_m_19_et._7750897552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,студия,18.7 м²,18.7 м²,1 из 9,,2.7 м,совмещенный,"на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,кирпичный,2022,,9,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,,,,,
7350000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_466_m_89_et._7489263528?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,2,46.6 м²,27.3 м²,8 из 9,лоджия,,раздельный,,евро,,,,свободная,возможна ипотека,панельный,1981,,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,6.9 м²,изолированные,,,,,,,гардеробная,
8500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_688_m_410_et._7770402431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,3,68.8 м²,42.1 м²,4 из 10,лоджия,,раздельный,на улицу,дизайнерский,,,,свободная,,кирпичный,1992,,10,,,,открытая во дворе,8.3 м²,изолированные,,,,,,,,
6000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_469_m_79_et._7682090736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,2,46.9 м²,30.1 м²,7 из 9,балкон,2.7 м,раздельный,во двор,косметический,,кухня,,свободная,,панельный,1971,,9,1,нет,детская площадка,,7.2 м²,изолированные,,,,,,от 402 000 ₽ за 46.9 м²,,
2600000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_209_m_1217_et._7718520142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,студия,20.9 м²,14 м²,12 из 17,лоджия,,совмещенный,на улицу,,,,,свободная,,монолитно-кирпичный,2022,,17,1,1,закрытая территория,открытая во дворе,,,,,,,,,,
2550000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_221_m_317_et._7680719392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,студия,22.1 м²,19 м²,3 из 17,лоджия,,совмещенный,"на улицу, на солнечную сторону",косметический,,кухня,,свободная,,монолитный,2013,,17,1,,,открытая во дворе,,,,,,,,от 189 000 ₽ за 22.1 м²,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_374_m_1617_et._7761087999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,1,37.4 м²,,16 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
6890000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_95_m_510_et._3989926142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,3,95 м²,56.5 м²,5 из 10,балкон,2.6 м,раздельный,"во двор, на улицу, на солнечную сторону",дизайнерский,,кухня,,свободная,,панельный,2020,,10,1,1,детская площадка,открытая во дворе,13 м²,изолированные,,,,,,,,
6600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_383_m_1522_et._7831225990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,1,38.3 м²,17 м²,15 из 22,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2014,,22,1,1,,открытая во дворе,11 м²,,,,,,,,,
7000000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_324_m_2225_et._7512761598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,1,32.4 м²,15.7 м²,22 из 25,балкон,2.8 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды",кондиционер,свободная,возможна ипотека,кирпичный,2012,,25,1,2,закрытая территория,"подземная, за шлагбаумом во дворе",8 м²,,,,,,,от 278 000 ₽ за 32.4 м²,панорамные окна,консьерж
7550000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_423_m_13_et._7445474196?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGT25VTlE5Q29LcnlmV1FjIjt9l5qkDj8AAAA,1,42.3 м²,17.5 м²,1 из 3,,3 м,совмещенный,"во двор, на солнечную сторону",дизайнерский,есть,кухня,,свободная,возможна ипотека,кирпичный,,,3,нет,нет,закрытая территория,открытая во дворе,15.1 м²,,,,,,,,панорамные окна,газ
