Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
5790000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_562_m_99_et._4435809932?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,56.2 м²,7 м²,39.7 м²,9 из 9,лоджия,"изолированные, смежные",раздельный,на улицу,косметический,от 562 000 ₽ за 56.2 м²,свободная,возможна ипотека,панельный,9,газ,,,,,1978,1,нет,,,,,,,,,
3200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_312_m_12_et._7270985751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,31.2 м²,4.7 м²,20.1 м²,1 из 2,,смежные,раздельный,во двор,требует ремонта,от 562 000 ₽ за 31.2 м²,свободная,,кирпичный,2,газ,,открытая во дворе,,,1958,нет,нет,,,,,,,,,
7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_15_et._7768149538?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,44 м²,31 м²,5.5 м²,1 из 5,,смежные,совмещенный,во двор,косметический,от 440 000 ₽ за 44 м²,альтернативная,возможна ипотека,панельный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,1964,нет,нет,,,,,,гардеробная,,,
6090000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_43_m_19_et._2910890727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,43 м²,7 м²,27 м²,1 из 9,лоджия,изолированные,раздельный,на улицу,евро,,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",детская площадка,открытая во дворе,2.4 м,"кухня, хранение одежды",1987,1,,,,,,,,,,
6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_515_m_23_et._7765585181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,51.5 м²,7.8 м²,30 м²,2 из 3,балкон,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,от 515 000 ₽ за 51.5 м²,свободная,возможна ипотека,блочный,3,газ,детская площадка,открытая во дворе,2.5 м,"кухня, хранение одежды",2013,нет,нет,,,,,,гардеробная,,кондиционер,
6600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_32_m_55_et._883575767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,32 м²,6 м²,,5 из 5,балкон,,совмещенный,на улицу,дизайнерский,,свободная,возможна ипотека,кирпичный,5,,,,2.4 м,кухня,,,,,,,,,,,стиральная машина,
8650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_59_m_45_et._7526479107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,59 м²,5.9 м²,41.3 м²,4 из 5,балкон,смежные,раздельный,во двор,косметический,от 590 000 ₽ за 59 м²,свободная,,кирпичный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, спальные места",1971,нет,нет,,,,,,,,,
12500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_69_m_510_et._7483518607?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,69 м²,17 м²,,5 из 10,,изолированные,раздельный,"на улицу, на солнечную сторону",косметический,от 690 000 ₽ за 69 м²,свободная,возможна ипотека,монолитно-кирпичный,10,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.4 м,"кухня, хранение одежды",2023,,1,,,,,,гардеробная,,посудомоечная машина,
7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_475_m_13_et._7817798444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,47.5 м²,12 м²,26 м²,1 из 3,лоджия,изолированные,раздельный,во двор,дизайнерский,,альтернативная,возможна ипотека,монолитный,3,газ,детская площадка,открытая во дворе,,"кухня, хранение одежды",2015,нет,нет,,,,,,,,посудомоечная машина,
8599999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_512_m_69_et._7808235851?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,51.2 м²,12.5 м²,28.5 м²,6 из 9,лоджия,изолированные,раздельный,"во двор, на улицу",дизайнерский,,свободная,возможна ипотека,панельный,9,,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,"кухня, хранение одежды, спальные места",2023,1,1,,,,,,,,"кондиционер, стиральная машина",
4800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_249_m_1523_et._7759644107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,студия,24.9 м²,,10.9 м²,15 из 23,лоджия,,совмещенный,во двор,косметический,,свободная,возможна ипотека,панельный,23,,,открытая во дворе,2.8 м,,2022,1,1,,,,,,,,,
17900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_78_m_1425_et._4303525028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,78 м²,13.5 м²,47 м²,14 из 25,"балкон, лоджия",изолированные,раздельный,"во двор, на солнечную сторону",дизайнерский,,свободная,возможна ипотека,монолитный,25,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,2.7 м,"кухня, хранение одежды, спальные места",2014,2,2,,,,,,"гардеробная, панорамные окна",,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",
28000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_99_m_47_et._7777508634?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,99 м²,28 м²,43 м²,4 из 7,,изолированные,совмещенный,,дизайнерский,,свободная,возможна ипотека,кирпичный,7,мусоропровод,,,,,,1,,,,,,,,,,
8700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_522_m_59_et._7638138381?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,52.2 м²,9 м²,30 м²,5 из 9,лоджия,изолированные,раздельный,"во двор, на солнечную сторону",евро,,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",,открытая во дворе,2.5 м,"кухня, хранение одежды",1982,1,нет,,,,,,,,"кондиционер, посудомоечная машина",
5000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_31_m_14_et._7710938334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,31 м²,5.5 м²,19.3 м²,1 из 4,лоджия,,совмещенный,"во двор, на солнечную сторону",евро,,свободная,,кирпичный,4,газ,,открытая во дворе,2.5 м,,1967,нет,нет,,,,,,,,,
3190000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_291_m_49_et._7614625228?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,29.1 м²,5.3 м²,18.1 м²,4 из 9,,,совмещенный,"во двор, на солнечную сторону",требует ремонта,от 524 000 ₽ за 29.1 м²,свободная,,кирпичный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,1977,1,нет,,,,,,,есть,,да
,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_435_m_55_et._7787799323?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_352_m_110_et._5122174907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,35.2 м²,8.4 м²,17.3 м²,1 из 10,балкон,,совмещенный,на улицу,косметический,от 352 000 ₽ за 35.2 м²,свободная,возможна ипотека,панельный,10,"мусоропровод, газ",,,,,,1,,,,,,,,,,
8400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_29_m_39_et._7605168370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,29 м²,6 м²,15 м²,3 из 9,,,совмещенный,во двор,дизайнерский,,свободная,,кирпичный,9,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1968,1,нет,,,,,,,,"холодильник, стиральная машина",
7490000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_54_m_23_et._7678102185?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,54 м²,25 м²,14 м²,2 из 3,,,совмещенный,во двор,евро,,свободная,,кирпичный,3,,закрытая территория,открытая во дворе,2.7 м,,2025,нет,нет,,,,,,гардеробная,есть,,
3350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_345_m_39_et._7526125187?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,34.5 м²,11.3 м²,,3 из 9,,,совмещенный,,требует ремонта,от 621 000 ₽ за 34.5 м²,альтернативная,,кирпичный,9,мусоропровод,,открытая во дворе,,,,2,,,,,,,,,,
17000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_777_m_15_et._7732948038?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,77.7 м²,27.2 м²,27 м²,1 из 5,балкон,изолированные,раздельный,во двор,косметический,от 777 000 ₽ за 77.7 м²,свободная,возможна ипотека,кирпичный,5,,"детская площадка, спортивная площадка",открытая во дворе,,"кухня, хранение одежды, спальные места",1998,нет,нет,,,,,,,,,
4400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_268_m_910_et._7532020404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,26.8 м²,7.3 м²,13 м²,9 из 10,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,от 268 000 ₽ за 26.8 м²,свободная,возможна ипотека,блочный,10,,детская площадка,за шлагбаумом во дворе,2.5 м,"кухня, хранение одежды, спальные места",2014,1,1,,,,,,,,кондиционер,
6450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_314_m_714_et._7759510553?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,31.4 м²,6 м²,,7 из 14,,,совмещенный,,косметический,,свободная,возможна ипотека,кирпичный,14,,,открытая во дворе,2.5 м,,1990,1,1,,,,,,,,,
14250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_679_m_1010_et._7885871068?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,67.9 м²,13.8 м²,29.6 м²,10 из 10,лоджия,изолированные,совмещенный,во двор,евро,,свободная,возможна ипотека,кирпичный,10,газ,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,"кухня, хранение одежды, спальные места",2012,1,1,,,,,,"гардеробная, панорамные окна",,"кондиционер, холодильник, стиральная машина, посудомоечная машина",
7400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_485_m_710_et._7674565826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,48.5 м²,11.4 м²,21.2 м²,7 из 10,лоджия,,совмещенный,"во двор, на солнечную сторону",дизайнерский,,свободная,возможна ипотека,кирпичный,10,газ,детская площадка,открытая во дворе,2.6 м,"кухня, хранение одежды",2008,1,1,,,,,,,,,
7600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_632_m_310_et._7490238256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,63.2 м²,9 м²,40 м²,3 из 10,"балкон, лоджия",изолированные,раздельный,"во двор, на улицу, на солнечную сторону",косметический,от 632 000 ₽ за 63.2 м²,свободная,возможна ипотека,панельный,10,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1993,1,нет,,,,,,,,"холодильник, стиральная машина",
9700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/apartamenty-studiya_247_m_519_et._7808865476?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,студия,24.7 м²,,17 м²,5 из 19,,,совмещенный,во двор,дизайнерский,,свободная,возможна ипотека,монолитный,19,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,"кухня, хранение одежды, спальные места",2021,2,2,,,,,,,,"кондиционер, холодильник, стиральная машина",
11800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_795_m_59_et._7504307235?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,4,79.5 м²,9.3 м²,56.1 м²,5 из 9,"балкон, лоджия","изолированные, смежные",раздельный,"во двор, на улицу, на солнечную сторону",косметический,от 795 000 ₽ за 79.5 м²,свободная,возможна ипотека,панельный,9,"мусоропровод, газ",детская площадка,открытая во дворе,2.6 м,"кухня, хранение одежды",1980,1,нет,,,,,,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_254_m_22_et._7740974150?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_30_m_14_et._4762494007?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,30 м²,6 м²,19 м²,1 из 4,,,совмещенный,во двор,евро,,свободная,,кирпичный,4,газ,детская площадка,открытая во дворе,2.6 м,кухня,1962,нет,нет,,,,,,,,,
7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_725_m_45_et._3880604501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,72.5 м²,11.1 м²,50 м²,4 из 5,балкон,изолированные,раздельный,"во двор, на улицу",требует ремонта,от 1 305 000 ₽ за 72.5 м²,свободная,возможна ипотека,кирпичный,5,газ,,открытая во дворе,3.1 м,,1940,,,,,,,,,,,
4500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_34_m_35_et._7697634535?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,34 м²,6 м²,18 м²,3 из 5,балкон,,совмещенный,"во двор, на улицу",косметический,от 340 000 ₽ за 34 м²,свободная,возможна ипотека,кирпичный,5,газ,детская площадка,открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1959,нет,нет,,,,,,,,кондиционер,
