Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Способ продажи,Вид сделки,Тип дома,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Дополнительно,Стоимость ремонта,Мебель,Год постройки,В доме,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Тёплый пол,Техника,Запланирован снос
7500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_413_m_1012_et._7732234063?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,41.3 м²,8 м²,30 м²,10 из 12,,изолированные,2.5 м,раздельный,"во двор, на улицу",евро,свободная,возможна ипотека,кирпичный,12,1,1,,"открытая во дворе, за шлагбаумом во дворе",,,"кухня, хранение одежды",1980,мусоропровод,,,,,,,,
5100000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_31_m_45_et._7686574364?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,1,31 м²,2 м²,28.1 м²,4 из 5,балкон,,3 м,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,кирпичный,5,,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,от 133 000 ₽ за 31 м²,"кухня, хранение одежды",,газ,,,,,,есть,,
7300000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_811_m_49_et._2028830115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,3,81.1 м²,8.2 м²,50.9 м²,4 из 9,лоджия,изолированные,2.5 м,раздельный,"во двор, на улицу",требует ремонта,свободная,возможна ипотека,панельный,9,1,,детская площадка,открытая во дворе,гардеробная,от 811 000 ₽ за 81.1 м²,кухня,,,,,,,,,,
6500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_648_m_516_et._7538816823?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,64.8 м²,10 м²,40 м²,5 из 16,лоджия,смежные,2.7 м,совмещенный,во двор,дизайнерский,свободная,возможна ипотека,монолитный,16,1,1,,,,,"кухня, хранение одежды, спальные места",2005,,,,,,,,,
4950000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_316_m_2932_et._7720745714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,студия,31.6 м²,,,29 из 32,лоджия,,2.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",требует ремонта,свободная,возможна ипотека,монолитно-кирпичный,32,2,2,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, за шлагбаумом во дворе",,от 316 000 ₽ за 31.6 м²,,2025,,,,,,,,,
3700000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_28_m_15_et._7730413026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,1,28 м²,6 м²,16 м²,1 из 5,,,2.5 м,раздельный,на улицу,евро,свободная,возможна ипотека,панельный,5,,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",1973,газ,,,,,,,стиральная машина,
8445000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_624_m_1825_et._7747940050?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,62.4 м²,10.6 м²,32.2 м²,18 из 25,лоджия,изолированные,,раздельный,на улицу,косметический,свободная,возможна ипотека,монолитный,25,3,нет,,,,,"кухня, хранение одежды, спальные места",2020,,,,,,,,,
7300000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_49_m_512_et._7254379184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,49 м²,22 м²,14 м²,5 из 12,лоджия,смежные,2.8 м,совмещенный,"во двор, на солнечную сторону",евро,свободная,возможна ипотека,монолитно-кирпичный,12,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,гардеробная,,"кухня, хранение одежды, спальные места",2019,,,,,,,есть,,
4100000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_288_m_25_et._1936432147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,1,28.8 м²,5 м²,23 м²,2 из 5,балкон,,2.5 м,совмещенный,во двор,косметический,свободная,возможна ипотека,панельный,5,нет,нет,детская площадка,открытая во дворе,,от 123 000 ₽ за 28.8 м²,,1968,газ,,,,,,,,
10900000,https://www.avito.ru/ekaterinburg/kvartiry/4-k._kvartira_797_m_1010_et._7700665292?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,4,79.7 м²,19.8 м²,,10 из 10,балкон,изолированные,2.6 м,раздельный,во двор,евро,свободная,возможна ипотека,панельный,10,1,1,детская площадка,открытая во дворе,,,"кухня, хранение одежды",1993,,,,,,,,"кондиционер, посудомоечная машина",
4400000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_396_m_816_et._7637638937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,студия,39.6 м²,,23.4 м²,8 из 16,лоджия,,,совмещенный,во двор,косметический,альтернативная,возможна ипотека,панельный,16,1,1,"детская площадка, спортивная площадка",открытая во дворе,,от 170 000 ₽ за 39.6 м²,"кухня, хранение одежды, спальные места",1993,консьерж,,,,,,,"кондиционер, холодильник, стиральная машина, водонагреватель",
8600000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_436_m_826_et._7351129499?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,1,43.6 м²,17 м²,16 м²,8 из 26,лоджия,,2.7 м,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитно-кирпичный,26,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,от 187 000 ₽ за 43.6 м²,"кухня, хранение одежды, спальные места",2019,консьерж,,,,,,,"холодильник, стиральная машина",
7900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_556_m_413_et._7400566096?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,55.6 м²,8.7 м²,32.5 м²,4 из 13,балкон,изолированные,2.6 м,раздельный,"во двор, на улицу",косметический,свободная,возможна ипотека,панельный,13,1,1,"закрытая территория, детская площадка, спортивная площадка",наземная многоуровневая,,от 238 000 ₽ за 55.6 м²,"кухня, хранение одежды, спальные места",2016,,,,,,,,холодильник,
8500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_626_m_510_et._7727135676?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,62.6 м²,12.3 м²,33.1 м²,5 из 10,балкон,изолированные,,раздельный,,косметический,свободная,,кирпичный,10,1,1,"закрытая территория, детская площадка",,гардеробная,от 268 000 ₽ за 62.6 м²,,2002,газ,,,,,,,,
4000000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_285_m_15_et._7638881921?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,1,28.5 м²,6 м²,15.3 м²,1 из 5,,,,совмещенный,во двор,косметический,свободная,возможна ипотека,панельный,5,,,детская площадка,открытая во дворе,,от 122 000 ₽ за 28.5 м²,"кухня, хранение одежды, спальные места",,газ,,,,,,,"холодильник, стиральная машина",
7750000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_596_m_1214_et._7737678360?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,59.6 м²,17 м²,40 м²,12 из 14,лоджия,изолированные,2.7 м,совмещенный,во двор,дизайнерский,свободная,возможна ипотека,монолитный,14,1,1,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",2014,,,,,,,,"холодильник, стиральная машина",
5500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_635_m_79_et._7516226673?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,3,63.5 м²,7.9 м²,40.4 м²,7 из 9,балкон,изолированные,2.5 м,раздельный,во двор,требует ремонта,свободная,возможна ипотека,панельный,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 635 000 ₽ за 63.5 м²,,1983,газ,,,,,,,,
5600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_426_m_35_et._7603075890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,2,42.6 м²,5.9 м²,25.8 м²,3 из 5,балкон,изолированные,2.5 м,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,блочный,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 183 000 ₽ за 42.6 м²,"кухня, хранение одежды",1959,газ,,,,,,,,
7990000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_816_m_610_et._7730680047?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,3,81.6 м²,13 м²,,6 из 10,лоджия,изолированные,2.6 м,раздельный,во двор,требует ремонта,свободная,возможна ипотека,панельный,10,1,1,детская площадка,открытая во дворе,,от 816 000 ₽ за 81.6 м²,кухня,2008,газ,,,,,,,,
9445000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_83_m_78_et._7638383194?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJucGJ6aVJDRFpRbGJsdXUwIjt9OLLPHD8AAAA,3,83 м²,19 м²,47.3 м²,7 из 8,,изолированные,,раздельный,"во двор, на улицу",евро,свободная,возможна ипотека,монолитный,8,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,"кухня, спальные места",2019,,,,,,,,"холодильник, стиральная машина",
24900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_734_m_1224_et._7760248235?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,73.4 м²,24.3 м²,30.5 м²,12 из 24,лоджия,изолированные,2.8 м,совмещенный,во двор,дизайнерский,свободная,возможна ипотека,монолитный,24,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе","гардеробная, панорамные окна",,"кухня, хранение одежды, спальные места",2020,консьерж,,,,,,есть,"холодильник, стиральная машина, посудомоечная машина, водонагреватель",
5370000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_389_m_1315_et._7809417605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,1,38.9 м²,11.2 м²,17.6 м²,13 из 15,лоджия,,,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитно-кирпичный,15,2,нет,,,,от 167 000 ₽ за 38.9 м²,кухня,2012,,,,,,,,,
6600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_476_m_210_et._7693485115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,47.6 м²,8.2 м²,30 м²,2 из 10,лоджия,изолированные,2.8 м,раздельный,во двор,косметический,свободная,возможна ипотека,панельный,10,нет,1,"закрытая территория, детская площадка","подземная, открытая во дворе, за шлагбаумом во дворе",,от 204 000 ₽ за 47.6 м²,"кухня, хранение одежды",2007,,,,,,,,,
3990000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_361_m_99_et._7750823700?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,1,36.1 м²,9.3 м²,17.6 м²,9 из 9,балкон,,2.5 м,совмещенный,во двор,косметический,свободная,возможна ипотека,кирпичный,9,1,нет,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",1986,газ,,,,,,,"холодильник, стиральная машина",
8600000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_64_m_210_et._7731920936?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,3,64 м²,8 м²,40 м²,2 из 10,лоджия,изолированные,,раздельный,во двор,косметический,свободная,возможна ипотека,панельный,10,1,,закрытая территория,,,от 274 000 ₽ за 64 м²,кухня,1991,,,,,,,,,
3750000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_421_m_910_et._7775586342?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,1,42.1 м²,11.2 м²,18.4 м²,9 из 10,лоджия,,2.6 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,монолитно-кирпичный,10,1,нет,детская площадка,открытая во дворе,,от 421 000 ₽ за 42.1 м²,,2008,,,,,,,,,
5400000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_452_m_1125_et._7715009763?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,1,45.2 м²,12 м²,20 м²,11 из 25,лоджия,,2.7 м,совмещенный,на солнечную сторону,косметический,свободная,возможна ипотека,монолитный,25,3,2,детская площадка,открытая во дворе,,от 194 000 ₽ за 45.2 м²,"кухня, хранение одежды, спальные места",2016,,,,,,,,"холодильник, стиральная машина, посудомоечная машина",
6950000,https://www.avito.ru/ekaterinburg/kvartiry/4-k._kvartira_765_m_29_et._4069178080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,4,76.5 м²,9 м²,50 м²,2 из 9,лоджия,изолированные,,раздельный,"во двор, на улицу",требует ремонта,альтернативная,,кирпичный,9,1,,"детская площадка, спортивная площадка",открытая во дворе,,от 765 000 ₽ за 76.5 м²,,1984,газ,,,,,,,,
6200000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_45_m_15_et._7596107247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,45 м²,6 м²,,1 из 5,,смежные,,раздельный,"во двор, на улицу, на солнечную сторону",евро,свободная,возможна ипотека,кирпичный,5,нет,нет,детская площадка,открытая во дворе,,,"кухня, хранение одежды",1965,газ,,,,,,,,
4600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_44_m_89_et._7831732691?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,44 м²,7 м²,28 м²,8 из 9,лоджия,изолированные,2.5 м,раздельный,во двор,косметический,свободная,возможна ипотека,панельный,9,1,,,,,,кухня,1980,,,,,,,,холодильник,
6600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_565_m_510_et._7228319379?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,56.5 м²,9.7 м²,,5 из 10,балкон,изолированные,,раздельный,на улицу,евро,свободная,возможна ипотека,монолитно-кирпичный,10,,1,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",2006,,,,,,,,"холодильник, стиральная машина, посудомоечная машина",
6000000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_318_m_55_et._7748575816?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,1,31.8 м²,5.5 м²,19 м²,5 из 5,балкон,,2.5 м,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,свободная,,блочный,5,нет,нет,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,от 136 000 ₽ за 31.8 м²,"кухня, хранение одежды, спальные места",,газ,,,,,,,"холодильник, стиральная машина, водонагреватель",
3500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_42_m_24_et._7738141556?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,42 м²,6 м²,33 м²,2 из 4,балкон,смежные,2.5 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,кирпичный,4,нет,нет,,открытая во дворе,,от 420 000 ₽ за 42 м²,,1960,газ,,,,,,,,
5500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_70_m_35_et._7748718514?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,3,70 м²,7 м²,44.4 м²,3 из 5,балкон,"изолированные, смежные",3 м,раздельный,на улицу,требует ремонта,альтернативная,возможна ипотека,кирпичный,5,,,,,,от 700 000 ₽ за 70 м²,"кухня, хранение одежды",1954,,,,,,,,,
6600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_473_m_1516_et._7740114123?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,47.3 м²,6.6 м²,28.2 м²,15 из 16,лоджия,изолированные,,раздельный,"на улицу, на солнечную сторону",косметический,свободная,возможна ипотека,панельный,16,1,1,"детская площадка, спортивная площадка",открытая во дворе,,от 203 000 ₽ за 47.3 м²,"кухня, хранение одежды, спальные места",1985,,,,,,,,"холодильник, стиральная машина",
6200000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_441_m_49_et._7769826044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoT0hSQmlMVHRjdHFaaGx3Ijt9JRuVpz8AAAA,2,44.1 м²,20 м²,,4 из 9,балкон,изолированные,,раздельный,"во двор, на солнечную сторону",косметический,свободная,,панельный,9,1,нет,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,от 189 000 ₽ за 44.1 м²,"кухня, хранение одежды",1980,газ,,,,,,,"холодильник, стиральная машина, посудомоечная машина",
