iter	RMSE
239	0.1801626259
240	0.1801376962
241	0.1800321607
242	0.1798881361
243	0.1797025155
244	0.179696295
245	0.179542544
246	0.1794740182
247	0.1793633296
248	0.17928794
249	0.1792445345
250	0.1791716919
251	0.1789630595
252	0.1788609261
253	0.1787802183
254	0.1786776174
255	0.1785529804
256	0.1784368831
257	0.1782465939
258	0.1780320781
259	0.1779323844
260	0.1778888715
261	0.1777462192
262	0.1776297393
263	0.1776002757
264	0.1775271868
265	0.177469265
266	0.1773333552
267	0.1771760569
268	0.1770808766
269	0.1770577648
270	0.1769169641
271	0.1767129117
272	0.1767007255
273	0.1766440549
274	0.1765893758
275	0.1762652615
276	0.1760102617
277	0.1759987224
278	0.1758605939
279	0.1758488381
280	0.1757531025
281	0.1756688945
282	0.1756025228
283	0.1754738482
284	0.175447046
285	0.1753252744
286	0.1751761371
287	0.1749646365
288	0.1747536119
289	0.1746868118
290	0.1745679116
291	0.1744540498
292	0.1744378601
293	0.1743250365
294	0.1742049261
295	0.1741385075
296	0.1740060042
297	0.1739694268
298	0.1739342419
299	0.1738108739
300	0.1736983621
301	0.1736434118
302	0.1733904584
303	0.1733785751
304	0.1732279396
305	0.1731632971
306	0.1730929208
307	0.1729584924
308	0.1728504462
309	0.1728213718
310	0.1726836723
311	0.1726093498
312	0.1725126881
313	0.1725047172
314	0.1724204697
315	0.1723801427
316	0.1723429938
317	0.1722787593
318	0.1720715728
319	0.1720666386
320	0.1718598277
321	0.1718415869
322	0.1717200041
323	0.171631309
324	0.1713974789
325	0.1713393954
326	0.1712501136
327	0.1710898933
328	0.1710661391
329	0.1709789413
330	0.1709455273
331	0.1707917413
332	0.17070667
333	0.170564126
334	0.1705371536
335	0.170449962
336	0.1703890668
337	0.1703576504
338	0.1703140747
339	0.1702801499
340	0.170135286
341	0.1700247422
342	0.169992067
343	0.1699804641
344	0.1698197982
345	0.169770493
346	0.1696778586
347	0.1696673058
348	0.1696638339
349	0.1695902073
350	0.1695087193
351	0.1693624827
352	0.1692019877
353	0.1690629961
354	0.168957666
355	0.1689424745
356	0.1688487718
357	0.1688012138
358	0.1686642336
359	0.1685100339
360	0.1683799134
361	0.1683279304
362	0.1682959229
363	0.1680504651
364	0.1679023112
365	0.1677460203
366	0.1676253073
367	0.1675921095
368	0.1675028711
369	0.1672952955
370	0.1671037638
371	0.167066631
372	0.1669169655
373	0.1668975539
374	0.166863432
375	0.1666975956
376	0.166621892
377	0.166526462
378	0.1664921062
379	0.1663327923
380	0.1662542598
381	0.1660969396
382	0.1659938769
383	0.1659240475
384	0.165773422
385	0.1657455383
386	0.1655482043
387	0.1653451141
388	0.1652879437
389	0.1652708773
390	0.16512118
391	0.1650672745
392	0.1650093381
393	0.1649540022
394	0.1649184334
395	0.1649148517
396	0.1649043437
397	0.1648942481
398	0.1648809353
399	0.1647665766
400	0.164649408
401	0.1646432234
402	0.164550664
403	0.1644077913
404	0.1642521024
405	0.1642354891
406	0.1640965643
407	0.1640141319
408	0.1639221903
409	0.1639008848
410	0.1638250056
411	0.1637835315
412	0.1635863309
413	0.1635433043
414	0.1633970946
415	0.1632932376
416	0.1632526395
417	0.163110816
418	0.1630602986
419	0.1629771046
420	0.1627925058
421	0.1627730494
422	0.162771237
423	0.1626619023
424	0.1626073539
425	0.1624593929
426	0.1624099505
427	0.1623499848
428	0.1623324524
429	0.1623201716
430	0.162300247
431	0.1622052032
432	0.1621151766
433	0.1620574528
434	0.1620040486
435	0.1619863775
436	0.161871476
437	0.1618512273
438	0.1618119998
439	0.1617546936
440	0.161746432
441	0.1616586362
442	0.1616310564
443	0.1615758599
444	0.1614053202
445	0.1613974291
446	0.1613087618
447	0.1612465134
448	0.1611854533
449	0.1611799414
450	0.1611371457
451	0.1611182775
452	0.1610177239
453	0.160960977
454	0.1607940027
455	0.1606752223
456	0.1606558534
457	0.1605732932
458	0.1604864707
459	0.160396228
460	0.1603339179
461	0.1601644831
462	0.1601528212
463	0.1600564616
464	0.160022604
465	0.1599418286
466	0.1599147692
467	0.1598267996
468	0.1597994784
469	0.1597655095
470	0.1595461996
471	0.1595103469
472	0.1594526536
473	0.1592588991
474	0.1591792972
475	0.1590944361
476	0.1590603298
477	0.1589901615
478	0.1589822154
479	0.158868084
480	0.1587524172
481	0.1586509965
482	0.1585661626
483	0.158543371
484	0.1585341031
485	0.1584798432
