price,link,rooms,total_area,kitchen_area,floor,renovation,house_type,passenger_lift,cargo_lift,parking,city,floors_total,smart_floor_ratio,house_age,city_specific_age_group,age_city_premium,is_spb_historical
15927500.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_322_m_712_et._7772620853?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,32.2,9.8,7,дизайнерский,панельный,1,1,открытая во дворе,Москва,12,0.5833333333333334,45.0,мск_советская,1.0,0
5990000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_24_m_23_et._3881149651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,24.0,5.0,2,дизайнерский,монолитно-кирпичный,1,1,открытая во дворе,Москва,3,0.6666666666666666,4.0,мск_новостройка,1.6,0
12000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_309_m_25_et._7729230660?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,30.9,6.0,2,требует ремонта,кирпичный,0,0,за шлагбаумом во дворе,Москва,5,0.4,66.0,мск_старая,1.0,0
15100000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_682_m_118_et._7521327181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,68.2,12.0,1,косметический,панельный,1,1,открытая во дворе,Москва,18,0.03333333333333333,12.0,мск_современная,1.0,0
8500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_519_m_1224_et._7769203397?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,51.9,12.0,12,косметический,панельный,3,0,открытая во дворе,Москва,24,0.5,4.0,мск_новостройка,1.6,0
16200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_381_m_412_et._7719858494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,38.1,6.0,4,косметический,кирпичный,2,0,открытая во дворе,Москва,12,0.3333333333333333,58.0,мск_советская,1.0,0
8900000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_346_m_69_et._4303006310?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,34.6,6.0,6,требует ремонта,панельный,1,0,открытая во дворе,Москва,9,0.6666666666666666,46.0,мск_советская,1.0,0
17950000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_522_m_212_et._7726675661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,52.2,10.0,2,дизайнерский,блочный,1,1,открытая во дворе,Москва,12,0.16666666666666666,45.0,мск_советская,1.0,0
10500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_1014_et._7748277176?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,39.0,8.6,10,требует ремонта,панельный,2,0,открытая во дворе,Москва,14,0.7142857142857143,38.0,мск_советская,1.0,0
8200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_1218_et._7720806233?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,33.0,8.0,12,косметический,монолитный,2,1,подземная,Москва,18,0.6666666666666666,6.0,мск_современная,1.0,0
9400000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_37_m_217_et._7719865271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,37.0,10.0,2,косметический,монолитный,2,1,открытая во дворе,Москва,17,0.11764705882352941,37.0,мск_советская,1.0,0
17300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_579_m_722_et._7801488667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,57.9,10.4,7,требует ремонта,панельный,1,1,открытая во дворе,Москва,22,0.3181818181818182,20.0,мск_современная,1.0,0
11400000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_358_m_1012_et._7720950827?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,35.8,7.3,10,евро,панельный,1,1,открытая во дворе,Москва,12,1.0,39.0,мск_советская,1.0,0
6000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_418_m_45_et._7705080255?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,41.8,8.0,4,косметический,кирпичный,0,0,открытая во дворе,Москва,5,0.8,68.0,мск_старая,1.0,0
11300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_116_et._7801134675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,38.0,10.0,1,косметический,панельный,1,1,открытая во дворе,Москва,16,0.0375,50.0,мск_советская,1.0,0
13700000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_572_m_59_et._7829998736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,3,57.2,6.0,5,евро,панельный,1,0,открытая во дворе,Москва,9,0.5555555555555556,55.0,мск_советская,1.0,0
5900000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_31_m_22_et._3895425088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,31.0,6.5,2,дизайнерский,монолитно-кирпичный,0,0,за шлагбаумом во дворе,Москва,2,1.1,4.0,мск_новостройка,1.6,0
20200000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_24_et._2600741481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,3,75.0,7.7,2,дизайнерский,кирпичный,0,0,открытая во дворе,Москва,4,0.5,69.0,мск_старая,1.0,0
11800000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_355_m_312_et._7758961313?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,35.5,9.1,3,евро,панельный,1,1,открытая во дворе,Москва,12,0.25,27.0,мск_советская,1.0,0
5200000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_182_m_112_et._7779900217?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,18.2,3.8,1,требует ремонта,панельный,1,1,открытая во дворе,Москва,12,0.049999999999999996,55.0,мск_советская,1.0,0
10650000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_381_m_117_et._7304581351?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,38.1,8.4,1,евро,панельный,1,1,подземная,Москва,17,0.03529411764705882,31.0,мск_советская,1.0,0
10500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_325_m_19_et._7769709480?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,32.5,8.0,1,евро,панельный,1,0,открытая во дворе,Москва,9,0.06666666666666667,39.0,мск_советская,1.0,0
8700000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_316_m_69_et._7570107416?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,31.6,7.0,6,требует ремонта,панельный,1,0,открытая во дворе,Москва,9,0.6666666666666666,61.0,мск_старая,1.0,0
12150000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_518_m_412_et._7750703229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,51.8,9.5,4,евро,панельный,1,1,открытая во дворе,Москва,12,0.3333333333333333,51.0,мск_советская,1.0,0
11300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_116_et._7750543295?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,38.0,10.0,1,евро,панельный,1,1,открытая во дворе,Москва,16,0.0375,50.0,мск_советская,1.0,0
4750000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_15_m_29_et._7423427434?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,15.0,3.2,2,косметический,панельный,1,1,открытая во дворе,Москва,9,0.2222222222222222,17.0,мск_современная,1.0,0
11500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_449_m_49_et._7809848219?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,44.9,5.6,4,требует ремонта,кирпичный,1,1,за шлагбаумом во дворе,Москва,9,0.4444444444444444,57.0,мск_советская,1.0,0
5600000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_224_m_112_et._7702778321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,22.4,4.7,1,требует ремонта,панельный,2,0,за шлагбаумом во дворе,Москва,12,0.049999999999999996,46.0,мск_советская,1.0,0
5200000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_159_m_88_et._7831549023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,0,15.9,3.3,8,евро,монолитный,1,1,открытая во дворе,Москва,8,1.4,6.0,мск_современная,1.0,0
25000000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_101_m_1525_et._7831648420?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,4,101.0,24.0,15,требует ремонта,монолитный,2,1,подземная,Москва,25,0.6,4.0,мск_новостройка,1.6,0
10500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_373_m_216_et._7724189861?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,1,37.3,8.4,2,косметический,панельный,1,1,открытая во дворе,Москва,16,0.125,44.0,мск_советская,1.0,0
15499999.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_628_m_1214_et._7737581414?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,3,62.8,8.2,12,косметический,блочный,2,0,открытая во дворе,Москва,14,1.0285714285714285,34.0,мск_советская,1.0,0
12495000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_374_m_212_et._7770648331?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxMzdYbDRkOXZNN0xmUU5VIjt9H-LsAz8AAAA,2,37.4,6.4,2,евро,блочный,2,0,открытая во дворе,Москва,12,0.16666666666666666,60.0,мск_советская,1.0,0
22570670.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_563_m_812_et._7709495289?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,56.3,10.7,8,дизайнерский,монолитный,1,1,подземная,Москва,12,0.6666666666666666,2.0,мск_новостройка,1.6,0
17500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_385_m_812_et._7785814471?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,38.5,8.5,8,дизайнерский,блочный,2,0,открытая во дворе,Москва,12,0.6666666666666666,55.0,мск_советская,1.0,0
23900000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_22_et._7423469728?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,50.0,7.0,2,дизайнерский,кирпичный,0,0,открытая во дворе,Москва,2,1.1,76.0,мск_старая,1.0,0
15500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_612_et._7659148375?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,40.0,9.0,6,евро,панельный,1,1,открытая во дворе,Москва,12,0.5,51.0,мск_советская,1.0,0
11000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_378_m_614_et._7827853584?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,37.8,6.0,6,требует ремонта,панельный,2,0,открытая во дворе,Москва,14,0.42857142857142855,54.0,мск_советская,1.0,0
15000000.0,https://www.avito.ru/moskva/kvartiry/auktsion_1-k._kvartira_363_m_1826_et._7807657417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,36.3,6.0,18,требует ремонта,кирпичный,2,1,открытая во дворе,Москва,26,0.6923076923076923,1.0,мск_новостройка,1.6,0
19990000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_80_m_919_et._7765441978?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,80.0,30.0,9,дизайнерский,кирпичный,2,2,подземная,Москва,19,0.47368421052631576,18.0,мск_современная,1.0,0
12000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_488_m_69_et._7853263876?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,48.8,5.0,6,требует ремонта,панельный,1,0,открытая во дворе,Москва,9,0.6666666666666666,58.0,мск_советская,1.0,0
18000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_748_m_1116_et._7730156190?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,74.8,10.0,11,косметический,панельный,1,1,открытая во дворе,Москва,16,0.6875,47.0,мск_советская,1.0,0
9690000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_196_m_820_et._7633106401?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,0,19.6,4.1,8,дизайнерский,монолитный,3,3,подземная,Москва,20,0.4,1.0,мск_новостройка,1.6,0
11000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_438_m_59_et._7709243146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,43.8,5.7,5,косметический,панельный,1,0,открытая во дворе,Москва,9,0.5555555555555556,53.0,мск_советская,1.0,0
11300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_1012_et._7682344659?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,52.0,8.6,10,косметический,панельный,1,1,открытая во дворе,Москва,12,1.0,52.0,мск_советская,1.0,0
12950000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_510_et._7640299781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,40.0,10.0,5,дизайнерский,монолитно-кирпичный,1,1,подземная,Москва,10,0.5,4.0,мск_новостройка,1.6,0
20500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_753_m_1214_et._7590672813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,75.3,8.2,12,требует ремонта,панельный,1,1,за шлагбаумом во дворе,Москва,14,1.0285714285714285,36.0,мск_советская,1.0,0
17200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_88_et._7845645026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,53.0,9.0,8,требует ремонта,кирпичный,1,0,открытая во дворе,Москва,8,1.4,66.0,мск_старая,1.0,0
16800000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_60_m_49_et._7714607108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,60.0,7.0,4,евро,панельный,1,0,за шлагбаумом во дворе,Москва,9,0.4444444444444444,57.0,мск_советская,1.0,0
8999999.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_333_m_1624_et._3970457128?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,33.3,11.0,16,евро,монолитный,1,1,подземная,Москва,24,0.6666666666666666,4.0,мск_новостройка,1.6,0
16400000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_574_m_519_et._7724547461?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,57.4,16.0,5,евро,монолитно-кирпичный,1,1,наземная многоуровневая,Москва,19,0.2631578947368421,4.0,мск_новостройка,1.6,0
14300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_49_et._7740173723?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,40.0,6.0,4,дизайнерский,панельный,2,0,открытая во дворе,Москва,9,0.4444444444444444,57.0,мск_советская,1.0,0
16490000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_1317_et._7830742210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,52.0,10.0,13,евро,панельный,1,1,открытая во дворе,Москва,17,0.7647058823529411,39.0,мск_советская,1.0,0
8450000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_40_m_66_et._7695523867?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,0,40.0,8.4,6,дизайнерский,монолитный,1,1,за шлагбаумом во дворе,Москва,6,1.4,7.0,мск_современная,1.0,0
13940000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_41_m_1720_et._7696254511?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,2,41.0,15.0,17,дизайнерский,монолитный,1,2,открытая во дворе,Москва,20,0.85,3.0,мск_новостройка,1.6,0
14500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_635_m_1216_et._7830761011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,63.5,7.7,12,требует ремонта,панельный,1,1,открытая во дворе,Москва,16,0.75,38.0,мск_советская,1.0,0
11500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_317_et._7771956618?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,40.0,10.0,3,дизайнерский,монолитный,1,1,открытая во дворе,Москва,17,0.17647058823529413,12.0,мск_современная,1.0,0
14722900.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_619_et._7759410790?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,39.0,9.0,6,требует ремонта,панельный,1,1,подземная,Москва,19,0.3157894736842105,20.0,мск_современная,1.0,0
4350000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_38_et._2742299750?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,0,16.8,3.5,3,евро,кирпичный,1,1,открытая во дворе,Москва,8,0.375,39.0,мск_советская,1.0,0
15500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_102_m_125_et._7705528950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,3,102.0,21.0,1,дизайнерский,монолитный,2,1,наземная многоуровневая,Москва,25,0.024,6.0,мск_современная,1.0,0
12900000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_89_et._7750711253?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOazRvaTF1RUNWcTRnYW1TIjt9tbkFTj8AAAA,1,33.0,7.0,8,дизайнерский,панельный,1,0,открытая во дворе,Москва,9,1.0666666666666667,39.0,мск_советская,1.0,0
